Time	UTC	DRONERACE_DEBUG:detection_cnt	DRONERACE_DEBUG:vy_sp	DRONERACE_DEBUG:vx_sp	DRONERACE_DEBUG:y_sp	DRONERACE_DEBUG:x_sp	DRONERACE_DEBUG:vy_est	DRONERACE_DEBUG:vx_est	DRONERACE_DEBUG:y_est	DRONERACE_DEBUG:x_est	DRONERACE_DEBUG:y_pre	DRONERACE_DEBUG:x_pre	DRONERACE_DEBUG:vy_OT	DRONERACE_DEBUG:vx_OT	DRONERACE_DEBUG:y_OT	DRONERACE_DEBUG:x_OT	DRONERACE_DEBUG:psi	DRONERACE_DEBUG:theta	DRONERACE_DEBUG:phi	DRONERACE_DEBUG:vision_position_y	DRONERACE_DEBUG:vision_position_x	DRONERACE_DEBUG:heart_beat
0.872	13:22:2.872	0	0.	0.	0.	5.	-16.725296	32.128189	-2060.5	2811.9	-2060.5	2811.9	0.	0.	0.	0.	0.306605	0.035347	-0.085931	0.	0.	155
0.874	13:22:2.874	0	0.	0.	0.	5.	-16.725151	32.128265	-2060.6	2812.1	-2060.6	2812.1	0.	0.	0.	0.	0.306605	0.035408	-0.085992	0.	0.	155
0.876	13:22:2.876	0	0.	0.	0.	5.	-16.725006	32.128342	-2060.7	2812.4	-2060.7	2812.4	0.	0.	0.	0.	0.306605	0.035408	-0.085992	0.	0.	155
0.879	13:22:2.879	0	0.	0.	0.	5.	-16.724867	32.128414	-2060.9	2812.6	-2060.9	2812.6	0.	0.	0.	0.	0.306396	0.0354	-0.085938	0.	0.	155
0.881	13:22:2.881	0	0.	0.	0.	5.	-16.724758	32.128471	-2061.	2812.8	-2061.	2812.8	0.	0.	0.	0.	0.306597	0.035413	-0.085913	0.	0.	155
0.883	13:22:2.883	0	0.	0.	0.	5.	-16.724432	32.128643	-2061.3	2813.4	-2061.3	2813.4	0.	0.	0.	0.	0.306605	0.035408	-0.085992	0.	0.	155
0.884	13:22:2.884	0	0.	0.	0.	5.	-16.724287	32.128719	-2061.4	2813.6	-2061.4	2813.6	0.	0.	0.	0.	0.306605	0.035408	-0.085992	0.	0.	155
0.886	13:22:2.886	0	0.	0.	0.	5.	-16.721205	32.13031	-2064.1	2818.9	-2064.1	2818.9	0.	0.	0.	0.	0.306759	0.035469	-0.085937	0.	0.	155
0.895	13:22:2.895	0	0.	0.	0.	5.	-16.721052	32.130386	-2064.3	2819.1	-2064.3	2819.1	0.	0.	0.	0.	0.306759	0.035469	-0.085937	0.	0.	155
0.897	13:22:2.897	0	0.	0.	0.	5.	-16.720938	32.130444	-2064.4	2819.3	-2064.4	2819.3	0.	0.	0.	0.	0.306776	0.035481	-0.085899	0.	0.	155
0.930	13:22:2.930	0	0.	0.	0.	5.	-16.720751	32.130539	-2064.5	2819.6	-2064.5	2819.6	0.	0.	0.	0.	0.306759	0.035469	-0.085937	0.	0.	155
0.932	13:22:2.932	0	0.	0.	0.	5.	-16.720598	32.130615	-2064.7	2819.9	-2064.7	2819.9	0.	0.	0.	0.	0.306759	0.035469	-0.085937	0.	0.	155
0.933	13:22:2.933	0	0.	0.	0.	5.	-16.720446	32.130692	-2064.8	2820.1	-2064.8	2820.1	0.	0.	0.	0.	0.306759	0.035469	-0.085937	0.	0.	155
0.935	13:22:2.935	0	0.	0.	0.	5.	-16.720303	32.130768	-2064.9	2820.4	-2064.9	2820.4	0.	0.	0.	0.	0.306759	0.035469	-0.085937	0.	0.	155
0.936	13:22:2.936	0	0.	0.	0.	5.	-16.720194	32.130825	-2065.	2820.6	-2065.	2820.6	0.	0.	0.	0.	0.306776	0.035481	-0.085899	0.	0.	155
0.937	13:22:2.937	0	0.	0.	0.	5.	-16.720011	32.13092	-2065.2	2820.9	-2065.2	2820.9	0.	0.	0.	0.	0.306759	0.035469	-0.085937	0.	0.	155
0.944	13:22:2.944	0	0.	0.	0.	5.	-16.719902	32.130978	-2065.3	2821.1	-2065.3	2821.1	0.	0.	0.	0.	0.306776	0.035481	-0.085899	0.	0.	155
0.950	13:22:2.950	0	0.	0.	0.	5.	-16.719719	32.131073	-2065.5	2821.4	-2065.5	2821.4	0.	0.	0.	0.	0.306759	0.035469	-0.085937	0.	0.	155
0.964	13:22:2.964	0	0.	0.	0.	5.	-16.719578	32.131145	-2065.6	2821.6	-2065.6	2821.6	0.	0.	0.	0.	0.306759	0.035591	-0.085997	0.	0.	155
0.965	13:22:2.965	0	0.	0.	0.	5.	-16.719433	32.131222	-2065.7	2821.9	-2065.7	2821.9	0.	0.	0.	0.	0.306759	0.035591	-0.085937	0.	0.	155
1.180	13:22:3.180	0	0.	0.	0.	5.	-16.719288	32.131298	-2065.8	2822.1	-2065.8	2822.1	0.	0.	0.	0.	0.306759	0.035591	-0.085937	0.	0.	155
1.183	13:22:3.183	0	0.	0.	0.	5.	-16.719145	32.131371	-2066.	2822.4	-2066.	2822.4	0.	0.	0.	0.	0.306641	0.0354	-0.085693	0.	0.	155
1.185	13:22:3.185	0	0.	0.	0.	5.	-16.71903	32.131428	-2066.1	2822.6	-2066.1	2822.6	0.	0.	0.	0.	0.306834	0.035604	-0.08588	0.	0.	155
1.186	13:22:3.186	0	0.	0.	0.	5.	-16.71884	32.131523	-2066.2	2822.9	-2066.2	2822.9	0.	0.	0.	0.	0.306817	0.035591	-0.085931	0.	0.	155
1.188	13:22:3.188	0	0.	0.	0.	5.	-16.718725	32.13158	-2066.3	2823.1	-2066.3	2823.1	0.	0.	0.	0.	0.306834	0.035604	-0.08588	0.	0.	155
1.190	13:22:3.190	0	0.	0.	0.	5.	-16.718534	32.131676	-2066.5	2823.4	-2066.5	2823.4	0.	0.	0.	0.	0.306817	0.035591	-0.085931	0.	0.	155
1.192	13:22:3.192	0	0.	0.	0.	5.	-16.718393	32.131748	-2066.6	2823.6	-2066.6	2823.6	0.	0.	0.	0.	0.306817	0.035591	-0.085931	0.	0.	155
1.194	13:22:3.194	0	0.	0.	0.	5.	-16.718248	32.131824	-2066.8	2823.9	-2066.8	2823.9	0.	0.	0.	0.	0.306817	0.035591	-0.085931	0.	0.	155
1.195	13:22:3.195	0	0.	0.	0.	5.	-16.715513	32.133259	-2069.3	2828.7	-2069.3	2828.7	0.	0.	0.	0.	0.306875	0.035774	-0.085931	0.	0.	155
1.199	13:22:3.199	0	0.	0.	0.	5.	-16.715376	32.133331	-2069.4	2828.9	-2069.4	2828.9	0.	0.	0.	0.	0.306641	0.035645	-0.085693	0.	0.	155
1.200	13:22:3.200	0	0.	0.	0.	5.	-16.715267	32.133389	-2069.5	2829.1	-2069.5	2829.1	0.	0.	0.	0.	0.306891	0.035788	-0.085852	0.	0.	155
1.207	13:22:3.207	0	0.	0.	0.	5.	-16.715086	32.133484	-2069.6	2829.4	-2069.6	2829.4	0.	0.	0.	0.	0.306875	0.035774	-0.085931	0.	0.	155
1.224	13:22:3.224	0	0.	0.	0.	5.	-16.714941	32.13356	-2069.8	2829.7	-2069.8	2829.7	0.	0.	0.	0.	0.306875	0.035774	-0.085931	0.	0.	155
1.226	13:22:3.226	0	0.	0.	0.	5.	-16.714796	32.133636	-2069.9	2829.9	-2069.9	2829.9	0.	0.	0.	0.	0.306875	0.035774	-0.085931	0.	0.	155
1.229	13:22:3.229	0	0.	0.	0.	5.	-16.714655	32.133713	-2070.	2830.2	-2070.	2830.2	0.	0.	0.	0.	0.306875	0.035774	-0.085931	0.	0.	155
1.244	13:22:3.244	0	0.	0.	0.	5.	-16.714523	32.133785	-2070.2	2830.4	-2070.2	2830.4	0.	0.	0.	0.	0.306875	0.035774	-0.085931	0.	0.	155
1.246	13:22:3.246	0	0.	0.	0.	5.	-16.714386	32.133862	-2070.3	2830.7	-2070.3	2830.7	0.	0.	0.	0.	0.306875	0.035774	-0.085931	0.	0.	155
1.259	13:22:3.259	0	0.	0.	0.	5.	-16.714249	32.133938	-2070.4	2830.9	-2070.4	2830.9	0.	0.	0.	0.	0.306875	0.035774	-0.085931	0.	0.	155
1.288	13:22:3.288	0	0.	0.	0.	5.	-16.714113	32.13401	-2070.6	2831.2	-2070.6	2831.2	0.	0.	0.	0.	0.306934	0.035835	-0.085992	0.	0.	155
1.291	13:22:3.291	0	0.	0.	0.	5.	-16.713968	32.134087	-2070.7	2831.4	-2070.7	2831.4	0.	0.	0.	0.	0.306934	0.035835	-0.085992	0.	0.	155
1.513	13:22:3.513	0	0.	0.	0.	5.	-16.713823	32.134163	-2070.8	2831.7	-2070.8	2831.7	0.	0.	0.	0.	0.306934	0.035835	-0.085992	0.	0.	155
1.515	13:22:3.515	0	0.	0.	0.	5.	-16.713678	32.134239	-2071.	2831.9	-2071.	2831.9	0.	0.	0.	0.	0.306934	0.035835	-0.085992	0.	0.	155
1.516	13:22:3.516	0	0.	0.	0.	5.	-16.713543	32.134312	-2071.1	2832.2	-2071.1	2832.2	0.	0.	0.	0.	0.306641	0.035645	-0.085938	0.	0.	155
1.518	13:22:3.518	0	0.	0.	0.	5.	-16.713398	32.134388	-2071.2	2832.4	-2071.2	2832.4	0.	0.	0.	0.	0.306934	0.035835	-0.085992	0.	0.	155
1.519	13:22:3.519	0	0.	0.	0.	5.	-16.713289	32.134445	-2071.3	2832.6	-2071.3	2832.6	0.	0.	0.	0.	0.306953	0.0358	-0.085911	0.	0.	155
1.522	13:22:3.522	0	0.	0.	0.	5.	-16.713144	32.134521	-2071.4	2832.9	-2071.4	2832.9	0.	0.	0.	0.	0.306953	0.0358	-0.085911	0.	0.	155
1.524	13:22:3.524	0	0.	0.	0.	5.	-16.712999	32.134598	-2071.6	2833.1	-2071.6	2833.1	0.	0.	0.	0.	0.306951	0.03586	-0.085902	0.	0.	155
1.526	13:22:3.526	0	0.	0.	0.	5.	-16.709412	32.136505	-2074.9	2839.5	-2074.9	2839.5	0.	0.	0.	0.	0.307108	0.036019	-0.085926	0.	0.	155
1.534	13:22:3.534	0	0.	0.	0.	5.	-16.709259	32.136581	-2075.	2839.7	-2075.	2839.7	0.	0.	0.	0.	0.307108	0.03608	-0.085926	0.	0.	155
1.535	13:22:3.535	0	0.	0.	0.	5.	-16.709118	32.136654	-2075.1	2840.	-2075.1	2840.	0.	0.	0.	0.	0.307108	0.03608	-0.085926	0.	0.	155
1.545	13:22:3.545	0	0.	0.	0.	5.	-16.709009	32.136711	-2075.2	2840.1	-2075.2	2840.1	0.	0.	0.	0.	0.307134	0.036049	-0.085872	0.	0.	155
1.566	13:22:3.566	0	0.	0.	0.	5.	-16.708826	32.136806	-2075.4	2840.5	-2075.4	2840.5	0.	0.	0.	0.	0.307108	0.03608	-0.085926	0.	0.	155
1.568	13:22:3.568	0	0.	0.	0.	5.	-16.708717	32.136864	-2075.5	2840.7	-2075.5	2840.7	0.	0.	0.	0.	0.307134	0.036049	-0.085872	0.	0.	155
1.570	13:22:3.570	0	0.	0.	0.	5.	-16.70854	32.136955	-2075.7	2841.	-2075.7	2841.	0.	0.	0.	0.	0.307108	0.036141	-0.085987	0.	0.	155
1.574	13:22:3.574	0	0.	0.	0.	5.	-16.708431	32.137012	-2075.8	2841.2	-2075.8	2841.2	0.	0.	0.	0.	0.307131	0.036119	-0.085924	0.	0.	155
1.576	13:22:3.576	0	0.	0.	0.	5.	-16.708286	32.137089	-2075.9	2841.4	-2075.9	2841.4	0.	0.	0.	0.	0.307131	0.036119	-0.085924	0.	0.	155
1.582	13:22:3.582	0	0.	0.	0.	5.	-16.708141	32.137165	-2076.	2841.7	-2076.	2841.7	0.	0.	0.	0.	0.307131	0.036119	-0.085924	0.	0.	155
1.789	13:22:3.789	0	0.	0.	0.	5.	-16.707968	32.137257	-2076.2	2842.	-2076.2	2842.	0.	0.	0.	0.	0.306885	0.036133	-0.085938	0.	0.	155
1.791	13:22:3.791	0	0.	0.	0.	5.	-16.707823	32.137333	-2076.3	2842.2	-2076.3	2842.2	0.	0.	0.	0.	0.307108	0.036141	-0.085987	0.	0.	155
1.793	13:22:3.793	0	0.	0.	0.	5.	-16.707678	32.137409	-2076.4	2842.5	-2076.4	2842.5	0.	0.	0.	0.	0.307108	0.036141	-0.085987	0.	0.	155
1.794	13:22:3.794	0	0.	0.	0.	5.	-16.707533	32.137486	-2076.6	2842.7	-2076.6	2842.7	0.	0.	0.	0.	0.307108	0.036141	-0.085987	0.	0.	155
1.796	13:22:3.796	0	0.	0.	0.	5.	-16.707396	32.137558	-2076.7	2843.	-2076.7	2843.	0.	0.	0.	0.	0.306885	0.036133	-0.085938	0.	0.	155
1.798	13:22:3.798	0	0.	0.	0.	5.	-16.707251	32.137634	-2076.8	2843.2	-2076.8	2843.2	0.	0.	0.	0.	0.307108	0.036141	-0.085987	0.	0.	155
1.800	13:22:3.800	0	0.	0.	0.	5.	-16.707113	32.137711	-2077.	2843.5	-2077.	2843.5	0.	0.	0.	0.	0.307108	0.036141	-0.085987	0.	0.	155
1.802	13:22:3.802	0	0.	0.	0.	5.	-16.706976	32.137787	-2077.1	2843.7	-2077.1	2843.7	0.	0.	0.	0.	0.307108	0.036141	-0.085987	0.	0.	155
1.806	13:22:3.806	0	0.	0.	0.	5.	-16.704273	32.139229	-2079.6	2848.5	-2079.6	2848.5	0.	0.	0.	0.	0.307129	0.036133	-0.085938	0.	0.	155
1.815	13:22:3.815	0	0.	0.	0.	5.	-16.704126	32.139305	-2079.7	2848.7	-2079.7	2848.7	0.	0.	0.	0.	0.307262	0.036141	-0.085992	0.	0.	155
1.826	13:22:3.826	0	0.	0.	0.	5.	-16.703836	32.139458	-2080.	2849.2	-2080.	2849.2	0.	0.	0.	0.	0.307262	0.036141	-0.085992	0.	0.	155
1.836	13:22:3.836	0	0.	0.	0.	5.	-16.703695	32.13953	-2080.1	2849.5	-2080.1	2849.5	0.	0.	0.	0.	0.307129	0.036133	-0.085938	0.	0.	155
1.844	13:22:3.844	0	0.	0.	0.	5.	-16.70355	32.139606	-2080.2	2849.7	-2080.2	2849.7	0.	0.	0.	0.	0.307262	0.036141	-0.085992	0.	0.	155
1.879	13:22:3.879	0	0.	0.	0.	5.	-16.703405	32.139683	-2080.4	2850.	-2080.4	2850.	0.	0.	0.	0.	0.307262	0.036141	-0.085992	0.	0.	155
1.881	13:22:3.881	0	0.	0.	0.	5.	-16.70326	32.139759	-2080.5	2850.3	-2080.5	2850.3	0.	0.	0.	0.	0.307243	0.036141	-0.086053	0.	0.	155
1.883	13:22:3.883	0	0.	0.	0.	5.	-16.703115	32.139835	-2080.6	2850.5	-2080.6	2850.5	0.	0.	0.	0.	0.307243	0.036141	-0.086053	0.	0.	155
1.884	13:22:3.884	0	0.	0.	0.	5.	-16.702974	32.139908	-2080.8	2850.8	-2080.8	2850.8	0.	0.	0.	0.	0.307243	0.036141	-0.086053	0.	0.	155
1.892	13:22:3.892	0	0.	0.	0.	5.	-16.702829	32.139984	-2080.9	2851.	-2080.9	2851.	0.	0.	0.	0.	0.307262	0.036202	-0.085992	0.	0.	155
1.893	13:22:3.893	0	0.	0.	0.	5.	-16.702721	32.140041	-2081.	2851.2	-2081.	2851.2	0.	0.	0.	0.	0.307246	0.036184	-0.08591	0.	0.	155
2.106	13:22:4.106	0	0.	0.	0.	5.	-16.702541	32.140137	-2081.2	2851.5	-2081.2	2851.5	0.	0.	0.	0.	0.307262	0.036202	-0.085992	0.	0.	155
2.109	13:22:4.109	0	0.	0.	0.	5.	-16.702433	32.140194	-2081.3	2851.7	-2081.3	2851.7	0.	0.	0.	0.	0.307246	0.036184	-0.08591	0.	0.	155
2.110	13:22:4.110	0	0.	0.	0.	5.	-16.702261	32.140285	-2081.4	2852.	-2081.4	2852.	0.	0.	0.	0.	0.307262	0.036202	-0.085992	0.	0.	155
2.111	13:22:4.111	0	0.	0.	0.	5.	-16.702158	32.140343	-2081.5	2852.2	-2081.5	2852.2	0.	0.	0.	0.	0.307243	0.036254	-0.085962	0.	0.	155
2.112	13:22:4.112	0	0.	0.	0.	5.	-16.701986	32.140438	-2081.7	2852.5	-2081.7	2852.5	0.	0.	0.	0.	0.307243	0.036263	-0.086053	0.	0.	155
2.113	13:22:4.113	0	0.	0.	0.	5.	-16.701853	32.140511	-2081.8	2852.8	-2081.8	2852.8	0.	0.	0.	0.	0.307129	0.036133	-0.085938	0.	0.	155
2.116	13:22:4.116	0	0.	0.	0.	5.	-16.701715	32.140587	-2081.9	2853.	-2081.9	2853.	0.	0.	0.	0.	0.307243	0.036263	-0.086053	0.	0.	155
2.118	13:22:4.118	0	0.	0.	0.	5.	-16.698786	32.14217	-2084.7	2858.3	-2084.7	2858.3	0.	0.	0.	0.	0.307397	0.036263	-0.086003	0.	0.	155
2.120	13:22:4.120	0	0.	0.	0.	5.	-16.698641	32.142246	-2084.8	2858.5	-2084.8	2858.5	0.	0.	0.	0.	0.307397	0.036263	-0.086064	0.	0.	155
2.121	13:22:4.121	0	0.	0.	0.	5.	-16.698496	32.142323	-2085.	2858.8	-2085.	2858.8	0.	0.	0.	0.	0.307397	0.036263	-0.086064	0.	0.	155
2.133	13:22:4.133	0	0.	0.	0.	5.	-16.698351	32.142399	-2085.1	2859.	-2085.1	2859.	0.	0.	0.	0.	0.307418	0.036263	-0.086048	0.	0.	155
2.134	13:22:4.134	0	0.	0.	0.	5.	-16.698242	32.142456	-2085.2	2859.2	-2085.2	2859.2	0.	0.	0.	0.	0.30743	0.036322	-0.08595	0.	0.	155
2.152	13:22:4.152	0	0.	0.	0.	5.	-16.698063	32.142551	-2085.3	2859.5	-2085.3	2859.5	0.	0.	0.	0.	0.307418	0.036324	-0.085987	0.	0.	155
2.162	13:22:4.162	0	0.	0.	0.	5.	-16.697918	32.142628	-2085.5	2859.8	-2085.5	2859.8	0.	0.	0.	0.	0.307418	0.036324	-0.085987	0.	0.	155
2.163	13:22:4.163	0	0.	0.	0.	5.	-16.697773	32.142704	-2085.6	2860.	-2085.6	2860.	0.	0.	0.	0.	0.307418	0.036324	-0.085987	0.	0.	155
2.166	13:22:4.166	0	0.	0.	0.	5.	-16.697659	32.142761	-2085.7	2860.2	-2085.7	2860.2	0.	0.	0.	0.	0.307485	0.036324	-0.085947	0.	0.	155
2.169	13:22:4.169	0	0.	0.	0.	5.	-16.697472	32.142857	-2085.9	2860.5	-2085.9	2860.5	0.	0.	0.	0.	0.307513	0.036324	-0.085997	0.	0.	155
2.179	13:22:4.179	0	0.	0.	0.	5.	-16.697319	32.142933	-2086.	2860.8	-2086.	2860.8	0.	0.	0.	0.	0.307513	0.036324	-0.085997	0.	0.	155
2.199	13:22:4.199	0	0.	0.	0.	5.	-16.697166	32.143009	-2086.1	2861.	-2086.1	2861.	0.	0.	0.	0.	0.307513	0.036324	-0.085997	0.	0.	155
2.201	13:22:4.201	0	0.	0.	0.	5.	-16.697014	32.143085	-2086.3	2861.3	-2086.3	2861.3	0.	0.	0.	0.	0.307513	0.036324	-0.085997	0.	0.	155
2.404	13:22:4.404	0	0.	0.	0.	5.	-16.696865	32.143162	-2086.4	2861.5	-2086.4	2861.5	0.	0.	0.	0.	0.307513	0.036324	-0.085997	0.	0.	155
2.406	13:22:4.406	0	0.	0.	0.	5.	-16.696712	32.143238	-2086.5	2861.8	-2086.5	2861.8	0.	0.	0.	0.	0.307513	0.036446	-0.086058	0.	0.	155
2.408	13:22:4.408	0	0.	0.	0.	5.	-16.696598	32.143295	-2086.6	2862.	-2086.6	2862.	0.	0.	0.	0.	0.30748	0.036445	-0.085928	0.	0.	155
2.415	13:22:4.415	0	0.	0.	0.	5.	-16.696262	32.143463	-2086.9	2862.5	-2086.9	2862.5	0.	0.	0.	0.	0.307513	0.036446	-0.085997	0.	0.	155
2.416	13:22:4.416	0	0.	0.	0.	5.	-16.696114	32.143539	-2087.	2862.8	-2087.	2862.8	0.	0.	0.	0.	0.307513	0.036446	-0.085997	0.	0.	155
2.418	13:22:4.418	0	0.	0.	0.	5.	-16.696005	32.143597	-2087.1	2863.	-2087.1	2863.	0.	0.	0.	0.	0.30748	0.036445	-0.085928	0.	0.	155
2.420	13:22:4.420	0	0.	0.	0.	5.	-16.69586	32.143673	-2087.3	2863.2	-2087.3	2863.2	0.	0.	0.	0.	0.30748	0.036445	-0.085928	0.	0.	155
2.422	13:22:4.422	0	0.	0.	0.	5.	-16.693119	32.145119	-2089.8	2868.1	-2089.8	2868.1	0.	0.	0.	0.	0.307571	0.036507	-0.085997	0.	0.	155
2.424	13:22:4.424	0	0.	0.	0.	5.	-16.692974	32.145195	-2089.9	2868.3	-2089.9	2868.3	0.	0.	0.	0.	0.307571	0.036507	-0.085997	0.	0.	155
2.425	13:22:4.425	0	0.	0.	0.	5.	-16.692837	32.145271	-2090.1	2868.6	-2090.1	2868.6	0.	0.	0.	0.	0.307513	0.036568	-0.085997	0.	0.	155
2.439	13:22:4.439	0	0.	0.	0.	5.	-16.692699	32.145348	-2090.2	2868.8	-2090.2	2868.8	0.	0.	0.	0.	0.307513	0.036568	-0.085997	0.	0.	155
2.444	13:22:4.444	0	0.	0.	0.	5.	-16.692596	32.145405	-2090.3	2869.	-2090.3	2869.	0.	0.	0.	0.	0.307373	0.036377	-0.085938	0.	0.	155
2.457	13:22:4.457	0	0.	0.	0.	5.	-16.69243	32.145496	-2090.4	2869.3	-2090.4	2869.3	0.	0.	0.	0.	0.307513	0.036568	-0.085997	0.	0.	155
2.459	13:22:4.459	0	0.	0.	0.	5.	-16.692327	32.14555	-2090.5	2869.5	-2090.5	2869.5	0.	0.	0.	0.	0.307539	0.036568	-0.085909	0.	0.	155
2.472	13:22:4.472	0	0.	0.	0.	5.	-16.692162	32.14563	-2090.7	2869.8	-2090.7	2869.8	0.	0.	0.	0.	0.307513	0.036568	-0.085997	0.	0.	155
2.473	13:22:4.473	0	0.	0.	0.	5.	-16.692036	32.145691	-2090.8	2870.1	-2090.8	2870.1	0.	0.	0.	0.	0.307373	0.036377	-0.085938	0.	0.	155
2.484	13:22:4.484	0	0.	0.	0.	5.	-16.691938	32.145737	-2090.9	2870.3	-2090.9	2870.3	0.	0.	0.	0.	0.307539	0.036568	-0.085909	0.	0.	155
2.505	13:22:4.505	0	0.	0.	0.	5.	-16.691774	32.145817	-2091.1	2870.6	-2091.1	2870.6	0.	0.	0.	0.	0.307513	0.03669	-0.086058	0.	0.	155
2.713	13:22:4.713	0	0.	0.	0.	5.	-16.691645	32.145878	-2091.2	2870.8	-2091.2	2870.8	0.	0.	0.	0.	0.307513	0.03669	-0.086058	0.	0.	155
2.715	13:22:4.715	0	0.	0.	0.	5.	-16.691515	32.145939	-2091.4	2871.1	-2091.4	2871.1	0.	0.	0.	0.	0.307513	0.03669	-0.086058	0.	0.	155
2.716	13:22:4.716	0	0.	0.	0.	5.	-16.691389	32.146	-2091.5	2871.3	-2091.5	2871.3	0.	0.	0.	0.	0.307513	0.03669	-0.086058	0.	0.	155
2.723	13:22:4.723	0	0.	0.	0.	5.	-16.691259	32.146061	-2091.6	2871.6	-2091.6	2871.6	0.	0.	0.	0.	0.307513	0.03669	-0.086058	0.	0.	155
2.725	13:22:4.725	0	0.	0.	0.	5.	-16.69113	32.146122	-2091.8	2871.8	-2091.8	2871.8	0.	0.	0.	0.	0.307513	0.03669	-0.086058	0.	0.	155
2.727	13:22:4.727	0	0.	0.	0.	5.	-16.691	32.146183	-2091.9	2872.1	-2091.9	2872.1	0.	0.	0.	0.	0.307513	0.03669	-0.086058	0.	0.	155
2.728	13:22:4.728	0	0.	0.	0.	5.	-16.690874	32.146244	-2092.	2872.3	-2092.	2872.3	0.	0.	0.	0.	0.307513	0.03669	-0.086058	0.	0.	155
2.730	13:22:4.730	0	0.	0.	0.	5.	-16.690744	32.146305	-2092.2	2872.6	-2092.2	2872.6	0.	0.	0.	0.	0.307513	0.03669	-0.086058	0.	0.	155
2.731	13:22:4.731	0	0.	0.	0.	5.	-16.688089	32.147629	-2094.9	2877.8	-2094.9	2877.8	0.	0.	0.	0.	0.307595	0.036761	-0.085941	0.	0.	155
2.733	13:22:4.733	0	0.	0.	0.	5.	-16.687965	32.14769	-2095.	2878.	-2095.	2878.	0.	0.	0.	0.	0.307595	0.036761	-0.085941	0.	0.	155
2.734	13:22:4.734	0	0.	0.	0.	5.	-16.687807	32.14777	-2095.2	2878.4	-2095.2	2878.4	0.	0.	0.	0.	0.307666	0.036813	-0.086003	0.	0.	155
2.739	13:22:4.739	0	0.	0.	0.	5.	-16.68767	32.147846	-2095.3	2878.6	-2095.3	2878.6	0.	0.	0.	0.	0.307666	0.036813	-0.086003	0.	0.	155
2.751	13:22:4.751	0	0.	0.	0.	5.	-16.687542	32.147915	-2095.4	2878.9	-2095.4	2878.9	0.	0.	0.	0.	0.307666	0.036813	-0.086003	0.	0.	155
2.752	13:22:4.752	0	0.	0.	0.	5.	-16.687405	32.147991	-2095.6	2879.1	-2095.6	2879.1	0.	0.	0.	0.	0.307666	0.036874	-0.086003	0.	0.	155
2.790	13:22:4.790	0	0.	0.	0.	5.	-16.687019	32.14819	-2095.9	2879.9	-2095.9	2879.9	0.	0.	0.	0.	0.307666	0.036874	-0.086003	0.	0.	155
2.792	13:22:4.792	0	0.	0.	0.	5.	-16.68689	32.148251	-2096.1	2880.1	-2096.1	2880.1	0.	0.	0.	0.	0.307666	0.036874	-0.086003	0.	0.	155
2.807	13:22:4.807	0	0.	0.	0.	5.	-16.686792	32.148296	-2096.2	2880.3	-2096.2	2880.3	0.	0.	0.	0.	0.307647	0.036824	-0.085929	0.	0.	155
2.809	13:22:4.809	0	0.	0.	0.	5.	-16.68663	32.148373	-2096.3	2880.6	-2096.3	2880.6	0.	0.	0.	0.	0.307666	0.036874	-0.086003	0.	0.	155
2.811	13:22:4.811	0	0.	0.	0.	5.	-16.68651	32.14843	-2096.5	2880.9	-2096.5	2880.9	0.	0.	0.	0.	0.307373	0.036865	-0.085938	0.	0.	155
3.023	13:22:5.023	0	0.	0.	0.	5.	-16.68638	32.148491	-2096.6	2881.1	-2096.6	2881.1	0.	0.	0.	0.	0.307666	0.036874	-0.086003	0.	0.	155
3.026	13:22:5.026	0	0.	0.	0.	5.	-16.686283	32.148537	-2096.7	2881.3	-2096.7	2881.3	0.	0.	0.	0.	0.307647	0.036824	-0.085929	0.	0.	155
3.027	13:22:5.027	0	0.	0.	0.	5.	-16.686153	32.148598	-2096.8	2881.6	-2096.8	2881.6	0.	0.	0.	0.	0.307645	0.036874	-0.085859	0.	0.	155
3.029	13:22:5.029	0	0.	0.	0.	5.	-16.685991	32.148674	-2097.	2881.9	-2097.	2881.9	0.	0.	0.	0.	0.307666	0.036874	-0.085942	0.	0.	155
3.030	13:22:5.030	0	0.	0.	0.	5.	-16.685871	32.148731	-2097.1	2882.1	-2097.1	2882.1	0.	0.	0.	0.	0.307666	0.036874	-0.085942	0.	0.	155
3.031	13:22:5.031	0	0.	0.	0.	5.	-16.685741	32.148792	-2097.2	2882.4	-2097.2	2882.4	0.	0.	0.	0.	0.307666	0.036874	-0.085942	0.	0.	155
3.033	13:22:5.033	0	0.	0.	0.	5.	-16.685644	32.148838	-2097.3	2882.6	-2097.3	2882.6	0.	0.	0.	0.	0.307645	0.036874	-0.085859	0.	0.	155
3.034	13:22:5.034	0	0.	0.	0.	5.	-16.682905	32.150188	-2100.2	2888.1	-2100.2	2888.1	0.	0.	0.	0.	0.307783	0.036996	-0.085937	0.	0.	155
3.035	13:22:5.035	0	0.	0.	0.	5.	-16.682775	32.150249	-2100.4	2888.4	-2100.4	2888.4	0.	0.	0.	0.	0.307783	0.036996	-0.085937	0.	0.	155
3.043	13:22:5.043	0	0.	0.	0.	5.	-16.682646	32.150311	-2100.5	2888.6	-2100.5	2888.6	0.	0.	0.	0.	0.307783	0.036996	-0.085937	0.	0.	155
