0,6.167969,-0.443110,-2.537831,0.330721,-0.096216,0.357148,-0.099236,53644
1,6.144531,-0.435813,-2.522339,0.354835,-0.109153,0.357425,-0.099037,53615
2,6.115234,-0.426749,-2.502991,0.376718,-0.100215,0.357715,-0.098807,53579
3,6.089844,-0.418944,-2.486240,0.369505,-0.102050,0.357915,-0.098625,53546
4,6.074219,-0.414165,-2.475940,0.375932,-0.095807,0.358014,-0.098520,53523
5,6.062500,-0.410592,-2.468218,0.322695,-0.094694,0.358076,-0.098445,53501
6,6.011719,-0.395234,-2.434798,0.376309,-0.084564,0.358226,-0.098161,53445
7,5.988281,-0.388212,-2.419395,0.269191,-0.104913,0.358228,-0.098053,53415
8,5.955078,-0.378339,-2.397597,0.440747,-0.096309,0.358156,-0.097921,53378
9,5.763672,-0.323175,-2.272487,0.346307,-0.091613,0.355992,-0.097711,53179
10,5.738281,-0.316091,-2.255965,0.355186,-0.093820,0.355471,-0.097757,53146
11,5.712891,-0.309064,-2.239462,0.327274,-0.099261,0.354893,-0.097822,53111
12,5.689453,-0.302629,-2.224246,0.370980,-0.093421,0.354309,-0.097900,53079
13,5.656250,-0.293597,-2.202717,0.363330,-0.103115,0.353396,-0.098037,53040
14,5.634766,-0.287807,-2.188804,0.372544,-0.098273,0.352752,-0.098144,53012
15,5.613281,-0.282059,-2.174906,0.339020,-0.110238,0.352065,-0.098265,52984
16,5.582031,-0.273775,-2.154716,0.312989,-0.101979,0.350989,-0.098466,52945
17,5.556641,-0.267112,-2.138333,0.300421,-0.101984,0.350047,-0.098652,52912
18,5.533203,-0.261016,-2.123228,0.362047,-0.105186,0.349124,-0.098841,52879
19,5.507812,-0.254470,-2.106884,0.336519,-0.096635,0.348065,-0.099065,52845
20,5.486328,-0.248978,-2.093072,0.340632,-0.094052,0.347122,-0.099273,52814
21,5.458984,-0.242054,-2.075517,0.401208,-0.099988,0.345857,-0.099560,52779
22,5.398438,-0.226989,-2.036742,0.348946,-0.100996,0.342787,-0.100295,52712
23,5.373047,-0.220784,-2.020522,0.387578,-0.100599,0.341388,-0.100643,52680
24,5.345703,-0.214178,-2.003081,0.339247,-0.090501,0.339804,-0.101044,52644
25,5.320312,-0.208116,-1.986910,0.367015,-0.094655,0.338261,-0.101441,52611
26,5.300781,-0.203501,-1.974486,0.307818,-0.103426,0.337026,-0.101763,52584
27,5.269531,-0.196204,-1.954638,0.329025,-0.108900,0.334964,-0.102307,52546
28,5.238281,-0.189015,-1.934827,0.322897,-0.095924,0.332793,-0.102887,52509
29,5.216797,-0.184137,-1.921227,0.376786,-0.097174,0.331237,-0.103307,52478
-1,0.000000,0.000000,-0.299509,-0.800258,-0.652537,-2.438595,0.000000,52478
